Point ID,Points_0,Points_1,Points_2,Points_Magnitude,Result,absOmega,f,fs,l,l2,omega,p,u.x_0,u.x_1,u.x_2,u.x_Magnitude,vtkGhostType,vtkValidPointMask
540,10.5607,-0.376957,0,10.5674,0.376976,11.3653,0.5,0,13,0.0361538,-11.3653,0.325729,0.774924,-0.00527917,-0.000201897,0.774942,0,1
541,10.5717,-0.376567,0,10.5784,0.376585,11.4105,0.5,0,13,0.846895,-11.4105,0.325663,0.7779,-0.00477112,-0.00022511,0.777915,0,1
542,10.5827,-0.376092,0,10.5894,0.376111,11.7223,0.5,0,13,0.0231495,-11.7223,0.325642,0.781141,-0.0042435,-0.00026298,0.781152,0,1
543,10.5937,-0.375514,0,10.6003,0.375532,12.1187,0.5,0,13,-0.781619,-12.1187,0.325606,0.784831,-0.00469366,-0.000318837,0.784845,0,1
544,10.6047,-0.374793,0,10.6113,0.374812,12.4325,0.5,0,13,0.100671,-12.4325,0.325562,0.789238,-0.00507848,-0.000402947,0.789254,0,1
545,10.6134,-0.374074,0,10.62,0.374092,12.8292,0.5,0,13,0.665917,-12.8292,0.325564,0.793351,-0.00464761,-0.000439003,0.793365,0,1
546,10.6157,-0.37387,0,10.6223,0.373888,12.7526,0.5,0,12.9724,0.795406,-12.7526,0.325563,0.796401,-0.00449778,-0.000359134,0.796414,0,1
547,10.6267,-0.373009,0,10.6332,0.373027,12.5695,0.5,0,12.8562,0.347837,-12.5695,0.325647,0.808636,-0.00376956,3.47731e-05,0.808645,0,1
548,10.6267,-0.229569,0,10.6292,0.229599,2.80911,0.5,0,12.2378,-0.948633,2.80911,0.353127,1.50492,0.0145028,3.86432e-05,1.50499,0,1
549,10.6157,-0.229611,0,10.6182,0.229641,3.39856,0.5,0,12.2676,-1.96176,3.39856,0.352441,1.49821,0.00895989,0.000217691,1.49823,0,1
550,10.6377,-0.228553,0,10.6401,0.228583,1.90055,0.5,0,12.7261,0.766858,1.90055,0.355143,1.51088,0.0157002,-0.000118365,1.51096,0,1
551,10.6047,-0.231786,0,10.6072,0.231816,5.01083,0.5,0,12.9519,-5.6318,5.01083,0.349848,1.49074,-0.00228617,0.00199857,1.49074,0,1
552,10.6377,-0.372331,0,10.6442,0.372349,12.4916,0.5,0,12.7646,-0.577337,-12.4916,0.325748,0.81773,-0.00383809,0.000279639,0.817739,0,1
553,10.6487,-0.227539,0,10.6511,0.227569,1.45448,0.5,0,12.2178,0.739609,1.45448,0.356105,1.51842,0.0125294,0.00145958,1.51847,0,1
554,10.6487,-0.3718,0,10.6552,0.371819,12.3674,0.5,0,12.693,-0.978771,-12.3674,0.325674,0.824751,-0.00479208,0.000314626,0.824765,0,1
555,10.401,-0.269458,0,10.4045,0.269459,4.39317,0.5,0,12.9466,-4.91036,-4.39317,0.379263,1.52279,0.0340417,0.0302317,1.52347,0,1
556,10.6597,0.178385,0,10.6612,0.178424,2.95894,0.5,0,12,0.0643297,-2.95894,0.355003,1.50986,-0.0231737,-0.00327301,1.51004,0,1
557,10.6597,0.371345,0,10.6662,0.371364,11.995,0.5,0,12.6316,-0.251272,11.995,0.325518,0.830622,0.00549444,-0.000250308,0.83064,0,1
558,10.6543,-0.226903,0,10.6567,0.226907,1.41766,0.5,0,12.2654,0.509463,1.41766,0.356115,1.52029,0.0114218,0.00183239,1.52033,0,1
559,10.6597,-0.37137,0,10.6662,0.371389,12.1157,0.5,0,12.635,-0.170393,-12.1157,0.325501,0.830605,-0.00551756,0.000279443,0.830623,0,1
560,9.37666,0.402935,0,9.38531,0.402936,7.47498,0.5,0,13,40.2147,7.47498,0.315386,0.591967,-0.186572,0.034601,0.621636,0,1
561,9.37238,0.402197,0,9.381,0.402214,5.9895,0.5,0,13,40.1332,5.9895,0.320383,0.598198,-0.185369,0.0440421,0.627808,0,1
562,9.36137,0.400654,0,9.36994,0.400671,3.68418,0.5,0,13,28.0023,3.68418,0.332761,0.608952,-0.17191,0.0628009,0.635861,0,1
563,9.4509,-0.0925926,0,9.45135,0.0926161,7.8969,0.5,0,13,-26.9418,-7.8969,0.326109,1.30709,-0.41924,-0.280818,1.40111,0,1
564,9.45991,-0.0859476,5.42101e-20,9.4603,0.0859562,8.60336,0.5,0,13,-29.9616,-8.60336,0.329497,1.32656,-0.429649,-0.301897,1.42671,0,1
565,9.4604,-0.0855972,5.42101e-20,9.46078,0.0856061,8.66246,0.5,0,13,-30.2828,-8.66246,0.329544,1.32753,-0.430131,-0.303003,1.42799,0,1
566,10.5555,-0.242058,0,10.5583,0.242059,1.32998,0.5,0,12.8222,1.01063,-1.32998,0.36482,1.51679,0.00998161,0.0152742,1.5169,0,1
567,10.5599,-0.240741,0,10.5627,0.240747,1.53183,0.5,0,13,0.253732,-1.53183,0.363957,1.51625,0.00133502,0.0156394,1.51633,0,1
568,10.5607,-0.240456,0,10.5634,0.240463,1.42464,0.5,0,12.9616,0.299257,-1.42464,0.363539,1.51557,-6.58227e-05,0.0155196,1.51565,0,1
569,10.5653,-0.239106,0,10.568,0.239107,0.506672,0.5,0,12.7793,0.415219,-0.506672,0.361372,1.51114,-0.00520692,0.0141363,1.51122,0,1
570,10.6556,-0.226922,0,10.6581,0.226927,1.41964,0.5,0,12.3429,0.437463,1.41964,0.356113,1.52076,0.0114503,0.00190603,1.52081,0,1
571,10.6707,0.178308,0,10.6722,0.178346,2.76922,0.5,0,12.2555,0.230027,-2.76922,0.354773,1.50984,-0.0235749,-0.00301161,1.51003,0,1
572,10.6707,0.370981,0,10.6771,0.370999,11.8097,0.5,0,12.5824,0.19604,11.8097,0.325466,0.83543,0.00525768,-0.00036102,0.835446,0,1
573,10.6707,-0.371001,0,10.6771,0.37102,11.9242,0.5,0,12.5852,0.118424,-11.9242,0.32549,0.835687,-0.00540283,0.000284086,0.835704,0,1
574,10.6597,-0.22652,0,10.6621,0.226541,1.39781,0.5,0,12.4198,0.260714,1.39781,0.356123,1.52206,0.0108096,0.00213723,1.5221,0,1
575,9.35037,0.399613,0,9.3589,0.39963,1.91992,0.5,0,13,14.2466,1.91992,0.342113,0.612505,-0.152712,0.0756443,0.635771,0,1
576,9.43923,-0.1,0,9.43976,0.100011,7.11071,0.5,0,13,-22.4604,-7.11071,0.323015,1.28798,-0.402103,-0.257254,1.3736,0,1
577,9.4482,-0.0943754,0,9.44867,0.0943976,7.74405,0.5,0,13,-25.7582,-7.74405,0.325256,1.3025,-0.415632,-0.275196,1.39463,0,1
578,9.44939,-0.093622,0,9.44986,0.0936447,7.79787,0.5,0,13,-26.2932,-7.79787,0.325339,1.30462,-0.417017,-0.277857,1.39755,0,1
579,10.6616,-0.225926,0,10.664,0.225947,1.35376,0.5,0,12.3247,0.276674,1.35376,0.356046,1.52177,0.0099618,0.00218918,1.5218,0,1
580,10.6817,0.178127,0,10.6832,0.178166,2.79005,0.5,0,12.5472,-0.252438,-2.79005,0.354484,1.50871,-0.0242075,-0.00287409,1.50891,0,1
581,10.6817,0.370663,0,10.6881,0.370682,11.7843,0.5,0,12.5395,-0.00474265,11.7843,0.325565,0.839926,0.00492288,-0.00043977,0.83994,0,1
582,10.6817,-0.370679,0,10.6881,0.370697,11.8761,0.5,0,12.5416,-0.0389808,-11.8761,0.325674,0.840384,-0.00521166,0.00024859,0.8404,0,1
583,10.6649,-0.225266,0,10.6673,0.22527,1.30196,0.5,0,12.1975,0.278792,1.30196,0.355924,1.52243,0.00879019,0.00244217,1.52246,0,1
584,10.6707,-0.2242,0,10.673,0.22423,1.22221,0.5,0,12,0.271354,1.22221,0.355725,1.52356,0.0068577,0.0028401,1.52358,0,1
585,10.6657,-0.225018,0,10.6681,0.225022,1.27437,0.5,0,12.1271,0.300884,1.27437,0.355878,1.52257,0.00837321,0.00258171,1.5226,0,1
586,10.6817,-0.223322,0,10.684,0.223353,1.18356,0.5,0,12.3404,0.0729245,1.18356,0.355639,1.52365,0.00503063,0.00277863,1.52366,0,1
587,9.33937,0.398573,0,9.34787,0.39859,1.36696,0.5,0,13,2.00102,0.782288,0.348449,0.613908,-0.129533,0.086429,0.63335,0,1
588,9.42739,-0.10642,4.33681e-19,9.42799,0.106443,6.43746,0.5,0,13,-16.7332,-6.43746,0.320148,1.27487,-0.385894,-0.240737,1.35357,0,1
589,9.42902,-0.105517,4.33681e-19,9.42961,0.105541,6.45966,0.5,0,13,-17.1558,-6.45966,0.320725,1.27634,-0.388783,-0.242753,1.35614,0,1
590,9.43738,-0.101029,0,9.43792,0.10104,6.98207,0.5,0,13,-21.459,-6.98207,0.322625,1.28567,-0.399672,-0.254569,1.37021,0,1
591,9.43839,-0.100502,0,9.43893,0.100513,7.08052,0.5,0,13,-22.1516,-7.08052,0.32274,1.28699,-0.400646,-0.256088,1.37202,0,1
592,10.6927,0.177789,0,10.6942,0.177827,2.67061,0.5,0,12.2093,0.180297,-2.67061,0.354025,1.51421,-0.0245647,-0.00289953,1.51441,0,1
593,10.6927,0.370387,0,10.6991,0.370406,11.6478,0.5,0,12.5023,1.23324,11.6478,0.32576,0.844472,0.00441189,-0.000457157,0.844483,0,1
594,10.6927,-0.370401,0,10.6991,0.37042,11.678,0.5,0,12.5041,1.49115,-11.678,0.325772,0.844966,-0.00482376,2.6422e-05,0.84498,0,1
595,10.6927,-0.222532,0,10.695,0.222563,1.08287,0.5,0,12.2437,0.193425,1.08287,0.355439,1.52467,0.00353468,0.00417358,1.52468,0,1
596,9.33399,0.397932,0,9.34247,0.397934,0.606352,0.5,0,13,-0.0717692,0.606352,0.350284,0.614602,-0.11807,0.0916449,0.632515,0,1
597,9.33241,0.39781,0,9.34089,0.397813,0.472418,0.5,0,13,-2.45915,0.472418,0.350842,0.614335,-0.115027,0.0933903,0.631949,0,1
598,9.42103,-0.109354,0,9.42166,0.109358,6.04607,0.5,0,13,-14.125,-6.04607,0.318182,1.26897,-0.377567,-0.232569,1.34423,0,1
599,9.42121,-0.109255,0,9.42184,0.109259,6.05724,0.5,0,13,-14.1894,-6.05724,0.318274,1.26916,-0.377851,-0.232878,1.34453,0,1
600,9.42529,-0.107407,4.33681e-19,9.42591,0.107429,6.24972,0.5,0,13,-15.78,-6.24972,0.319764,1.27222,-0.383346,-0.237902,1.34985,0,1
601,10.7037,0.177994,0,10.7052,0.178032,2.72359,0.5,0,12,0.088815,-2.72359,0.35363,1.51819,-0.0233908,-0.00289947,1.51838,0,1
602,10.7037,0.370303,0,10.7101,0.370321,11.9757,0.5,0,12.4908,-1.59267,11.9757,0.325578,0.847787,0.0046301,-0.000151983,0.847799,0,1
603,10.7037,-0.221957,0,10.706,0.221988,1.23219,0.5,0,12.2004,0.111042,1.23219,0.355141,1.52678,0.00231155,0.00519688,1.52679,0,1
604,10.7037,-0.370299,0,10.7101,0.370317,11.8528,0.5,0,12.4903,-0.113115,-11.8528,0.325455,0.847125,-0.00390219,-0.000446011,0.847134,0,1
605,9.31822,0.396296,0,9.32665,0.396297,0.788252,0.5,0,13,-14.2879,0.723438,0.354288,0.613975,-0.088508,0.108523,0.629743,0,1
606,9.31736,0.396201,0,9.32578,0.396202,0.882875,0.5,0,13,-13.9687,0.882875,0.354297,0.613924,-0.0872924,0.10904,0.629613,0,1
607,9.32836,0.39736,0,9.33682,0.397375,0.781223,0.5,0,13,-4.54458,0.332198,0.352263,0.614648,-0.106513,0.0973423,0.631358,0,1
608,9.41146,-0.112905,0,9.41214,0.112905,6.00926,0.5,0,13,-12.1446,-6.00926,0.315655,1.26205,-0.365325,-0.222577,1.33258,0,1
609,9.41639,-0.111302,0,9.41704,0.111363,5.92398,0.5,0,13,-12.5166,-5.92398,0.316672,1.26569,-0.371444,-0.227885,1.33861,0,1
610,9.41144,-0.112914,0,9.41211,0.112915,6.00912,0.5,0,13,-12.143,-6.00912,0.315653,1.26201,-0.36531,-0.222541,1.33254,0,1
611,9.40571,-0.114815,0,9.40641,0.114817,6.02506,0.5,0,13,-11.3147,-6.02506,0.314731,1.25701,-0.359058,-0.216154,1.32504,0,1
612,9.39992,-0.116941,0,9.40064,0.116941,5.73369,0.5,0,12.8705,-9.95099,-5.73369,0.313677,1.25336,-0.350932,-0.207332,1.31797,0,1
613,9.40538,-0.114923,0,9.40609,0.114925,6.0235,0.5,0,13,-11.2458,-6.0235,0.31465,1.25684,-0.358697,-0.215748,1.32471,0,1
614,10.7147,0.178382,0,10.7162,0.178421,2.72047,0.5,0,12,0.0142753,-2.72047,0.353513,1.52051,-0.0234386,-0.00266902,1.52069,0,1
615,10.7147,0.370973,0,10.7211,0.370991,11.6929,0.5,0,12.7404,2.19331,11.6929,0.324957,0.839708,0.005856,8.47084e-05,0.839729,0,1
616,10.7147,-0.221465,0,10.717,0.221496,1.36951,0.5,0,12,0.184191,1.36951,0.354919,1.52953,0.000686441,0.0062368,1.52955,0,1
617,10.7147,-0.370234,0,10.7211,0.370252,11.9745,0.5,0,12.4815,-1.21064,-11.9745,0.325255,0.850055,-0.00439875,-0.000571181,0.850066,0,1
618,9.31102,0.395559,0,9.31942,0.395559,1.9084,0.5,0,13,-13.886,1.9084,0.353499,0.613426,-0.0791781,0.115016,0.629117,0,1
619,9.31086,0.395549,0,9.31926,0.39555,1.92027,0.5,0,13,-14.0471,1.92027,0.353487,0.613391,-0.0789911,0.115143,0.629084,0,1
620,9.38816,-0.119919,-4.33681e-19,9.38893,0.119925,5.60911,0.5,0,12.8826,-9.03883,-5.60911,0.311375,1.24565,-0.334732,-0.192717,1.30416,0,1
621,9.38927,-0.119817,-4.33681e-19,9.39003,0.119824,5.53418,0.5,0,12.8466,-8.79565,-5.53418,0.311754,1.24584,-0.336353,-0.193294,1.30485,0,1
622,9.38338,-0.120875,-4.33681e-19,9.38416,0.120907,5.62944,0.5,0,13,-8.89974,-5.62944,0.310387,1.24162,-0.328306,-0.187089,1.29785,0,1
623,9.37488,-0.122222,0,9.37568,0.122227,5.367,0.5,0,13,-7.86275,-5.367,0.310051,1.23633,-0.317522,-0.177364,1.28872,0,1
624,9.39438,-0.118746,0,9.39513,0.118804,5.43507,0.5,0,12.6735,-8.53472,-5.43507,0.312887,1.25089,-0.34306,-0.199643,1.31235,0,1
625,9.39983,-0.116961,0,9.40055,0.116961,5.73167,0.5,0,12.8681,-9.937,-5.73167,0.31366,1.25336,-0.350803,-0.207275,1.31793,0,1
626,9.37238,-0.122635,0,9.37318,0.122644,5.30737,0.5,0,13,-7.58448,-5.30737,0.309802,1.23541,-0.31446,-0.174382,1.28667,0,1
627,9.36137,-0.123739,0,9.36219,0.123779,5.15354,0.5,0,13,-6.98033,-5.15354,0.309778,1.23295,-0.299284,-0.161387,1.27898,0,1
628,9.35591,-0.124005,0,9.35673,0.124013,4.85903,0.5,0,12.9964,-6.01478,-4.85903,0.310318,1.23329,-0.292155,-0.155163,1.27689,0,1
629,9.33937,-0.124034,0,9.34019,0.124087,4.01247,0.5,0,13,-3.8229,-4.01247,0.312785,1.23723,-0.273669,-0.139459,1.27479,0,1
630,9.34385,-0.124108,0,9.34468,0.124119,4.24354,0.5,0,12.9965,-4.39097,-4.24354,0.312058,1.23568,-0.27841,-0.143436,1.27475,0,1
631,9.32836,-0.123371,0,9.32918,0.123401,3.55764,0.5,0,13,-2.72155,-3.55764,0.314841,1.2429,-0.264326,-0.130896,1.27742,0,1
632,9.31736,-0.122435,0,9.31817,0.122439,2.98893,0.5,0,13,-2.301,-2.98893,0.316447,1.24904,-0.257106,-0.123699,1.28121,0,1
633,9.30636,-0.121039,0,9.30715,0.121062,2.13511,0.5,0,12.8403,-0.661631,-2.13511,0.317569,1.25638,-0.252861,-0.118145,1.28701,0,1
634,9.31538,-0.122222,0,9.31618,0.122224,2.83022,0.5,0,13,-2.09665,-2.83022,0.316666,1.25007,-0.256271,-0.122572,1.28194,0,1
635,10.7257,0.178413,0,10.7272,0.178452,2.42951,0.5,0,12.2571,0.164525,-2.42951,0.353317,1.51995,-0.022859,-0.00210777,1.52013,0,1
636,10.7257,0.370159,0,10.7321,0.370178,11.7674,0.5,0,12.4715,0.816233,11.7674,0.324959,0.853714,0.00329712,-0.000472069,0.853721,0,1
637,10.7257,-0.221372,0,10.728,0.221403,1.54271,0.5,0,12.1778,0.126483,1.54271,0.354985,1.53033,-0.000321007,0.00638422,1.53034,0,1
638,10.7257,-0.371126,0,10.7321,0.371145,12.1161,0.5,0,12.7382,-0.503269,-12.1161,0.32442,0.843018,-0.00560152,-0.000348521,0.843036,0,1
639,9.30636,0.395193,0,9.31475,0.39521,2.43945,0.5,0,13,-16.5218,2.43945,0.353063,0.612748,-0.0734331,0.119041,0.628509,0,1
640,9.29536,0.394382,0,9.30372,0.3944,3.61234,0.5,0,13,-19.0873,3.61234,0.351859,0.612709,-0.0653586,0.128501,0.629442,0,1
641,9.30031,-0.120136,0,9.30109,0.12014,1.78833,0.5,0,12.7188,-0.213946,-1.78833,0.317787,1.26008,-0.252823,-0.114346,1.29027,0,1
642,9.3011,-0.120098,0,9.30188,0.120103,1.86058,0.5,0,12.7136,-0.209333,-1.86058,0.317727,1.26004,-0.252897,-0.115608,1.29036,0,1
643,9.35451,-0.124035,0,9.35533,0.124043,4.79134,0.5,0,12.9964,-5.86215,-4.79134,0.310493,1.23334,-0.290458,-0.153793,1.27638,0,1
644,9.34562,-0.12413,0,9.34645,0.124141,4.3287,0.5,0,12.9965,-4.6032,-4.3287,0.311724,1.23523,-0.280136,-0.145023,1.27487,0,1
645,9.35037,-0.124217,0,9.35119,0.124272,4.56877,0.5,0,12.9897,-5.19097,-4.56877,0.310972,1.23357,-0.285169,-0.149163,1.27486,0,1
646,10.7367,0.179023,0,10.7382,0.179062,2.59472,0.5,0,12,-0.0654295,-2.59472,0.353454,1.52419,-0.0223632,-0.00250907,1.52436,0,1
647,10.7367,0.370453,0,10.7431,0.370472,12.2326,0.5,0,12.5112,-2.67164,12.2326,0.325355,0.853961,0.00415251,-0.000485228,0.853971,0,1
648,10.7367,-0.221123,0,10.739,0.221154,1.57825,0.5,0,12.1769,0.241621,1.57825,0.354926,1.53205,-0.00147379,0.00567947,1.53206,0,1
649,10.7367,-0.370934,0,10.7431,0.370952,11.6611,0.5,0,12.5761,2.53801,-11.6611,0.325668,0.855649,-0.00528812,0.000154669,0.855665,0,1
650,9.28435,0.393819,0,9.2927,0.393836,4.21293,0.5,0,13,-25.0654,4.21293,0.351373,0.612735,-0.0616031,0.137094,0.630899,0,1
651,9.29536,-0.119439,0,9.29612,0.119497,1.49986,0.5,0,12.6252,0.0807632,-1.49986,0.317997,1.26291,-0.252692,-0.111162,1.29273,0,1
652,9.28435,-0.117345,0,9.2851,0.117403,0.793684,0.5,0,12.634,0.985912,-0.793684,0.317825,1.26951,-0.252333,-0.109128,1.29894,0,1
653,10.7477,0.179189,0,10.7492,0.179227,2.37488,0.5,0,12.3012,-0.120716,-2.37488,0.353523,1.52317,-0.0243906,-0.00242254,1.52336,0,1
654,10.7477,0.370833,0,10.7541,0.370852,11.838,0.5,0,12.7263,3.02083,11.838,0.325829,0.848634,0.00548091,-0.000490474,0.848652,0,1
655,10.7477,-0.22038,0,10.75,0.220411,1.63193,0.5,0,12.1039,0.228508,1.63193,0.354752,1.53298,-0.00337605,0.00520368,1.533,0,1
656,10.7477,-0.371689,0,10.7541,0.371708,12.5438,0.5,0,13,-1.26026,-12.5438,0.324702,0.836502,-0.00221995,-8.90951e-05,0.836505,0,1
657,9.27335,0.393364,0,9.28169,0.393381,4.50045,0.5,0,13,-23.8925,4.50045,0.35269,0.614526,-0.0606892,0.143109,0.633882,0,1
658,9.27928,-0.116376,0,9.28001,0.116377,0.369427,0.5,0,12.8486,0.631633,-0.369427,0.317392,1.2714,-0.254904,-0.107843,1.30118,0,1
659,9.27914,-0.116364,0,9.27987,0.116365,0.35625,0.5,0,12.8555,0.617268,-0.35625,0.317392,1.27143,-0.254964,-0.107693,1.30121,0,1
660,10.7587,0.180389,0,10.7602,0.180427,2.31727,0.5,0,12,0.186354,-2.31727,0.352883,1.52801,-0.0234528,-0.00271289,1.52819,0,1
661,10.7587,0.370586,0,10.7651,0.370604,11.9867,0.5,0,12.5291,-0.69079,11.9867,0.325917,0.86095,0.00416047,-0.000171643,0.86096,0,1
662,10.7587,-0.220945,0,10.761,0.220976,1.83282,0.5,0,12.2384,0.19627,1.83282,0.354443,1.53544,-0.00494413,0.00499177,1.53546,0,1
663,10.7587,-0.370492,0,10.7651,0.370511,12.1511,0.5,0,12.7192,-1.34583,-12.1511,0.324166,0.849973,-0.00299301,-0.000564161,0.849978,0,1
664,9.26235,0.392987,0,9.27068,0.393004,3.86645,0.5,0,13,-16.2024,3.86645,0.35648,0.6185,-0.0595564,0.145875,0.638254,0,1
665,9.2728,-0.114815,0,9.27351,0.114819,0.184241,0.5,0,13,0.143458,0.184241,0.316744,1.2741,-0.258886,-0.108608,1.30467,0,1
666,9.27335,-0.114979,0,9.27406,0.114982,0.151307,0.5,0,13,0.225022,0.148098,0.316772,1.27385,-0.258589,-0.108387,1.30434,0,1
667,9.26716,-0.113205,0,9.26785,0.113206,0.380316,0.5,0,12.9007,-0.277877,0.380316,0.317034,1.27614,-0.26197,-0.111085,1.30747,0,1
668,10.7629,0.18087,0,10.7645,0.180875,2.29088,0.5,0,12.0606,0.238337,-2.29088,0.35287,1.52897,-0.0228335,-0.00274147,1.52914,0,1
669,10.7631,0.180955,0,10.7647,0.18096,2.29344,0.5,0,12.0794,0.243684,-2.29344,0.352875,1.52908,-0.0228339,-0.00274573,1.52925,0,1
670,10.7697,0.371185,0,10.7761,0.371203,12.3136,0.5,0,13,1.10221,12.3136,0.325192,0.841236,0.00472233,-3.95063e-05,0.841249,0,1
671,10.7697,-0.22088,0,10.772,0.220911,2.01361,0.5,0,12.2435,0.0906382,2.01361,0.354021,1.53476,-0.00577641,0.00532811,1.53478,0,1
672,10.7697,-0.369889,0,10.7761,0.369908,11.4929,0.5,0,12.435,1.31679,-11.4929,0.324381,0.863134,-0.00370568,-0.000560687,0.863142,0,1
673,9.25135,0.392714,0,9.25968,0.392732,2.57671,0.5,0,13,-7.24052,2.57671,0.362096,0.62332,-0.0509899,0.146201,0.642263,0,1
674,9.26235,-0.112174,0,9.26303,0.112235,0.574559,0.5,0,12.9426,-0.51443,0.574559,0.317334,1.27711,-0.265202,-0.111236,1.30909,0,1
675,9.26713,-0.113194,0,9.26782,0.113195,0.380977,0.5,0,12.8992,-0.278674,0.380977,0.317034,1.27615,-0.261984,-0.111131,1.30749,0,1
676,9.25689,-0.110532,0,9.25755,0.110541,0.742032,0.5,0,12.8519,-0.225721,0.742032,0.317224,1.27739,-0.267855,-0.113804,1.31012,0,1
677,9.25545,-0.110135,0,9.2561,0.110144,0.774559,0.5,0,12.7983,-0.0273636,0.774559,0.317241,1.2776,-0.268731,-0.114558,1.31057,0,1
678,10.7747,0.182534,0,10.7762,0.182539,2.16205,0.5,0,12.2255,0.439704,-2.16205,0.353082,1.53143,-0.020935,-0.00274859,1.53158,0,1
679,10.7759,0.182388,0,10.7775,0.182393,2.13884,0.5,0,12.1495,0.456676,-2.13884,0.353108,1.53154,-0.0205377,-0.00271251,1.53168,0,1
680,10.7697,0.182451,0,10.7713,0.182475,2.21922,0.5,0,12.3691,0.393985,-2.21922,0.352995,1.5308,-0.0222121,-0.00287045,1.53097,0,1
681,10.7661,0.181481,0,10.7676,0.181506,2.28212,0.5,0,12.1725,0.293591,-2.28212,0.352894,1.52992,-0.0224861,-0.00278267,1.53009,0,1
682,10.7807,0.370569,0,10.7871,0.370587,11.9759,0.5,0,12.7502,-1.10769,11.9759,0.3244,0.853646,0.00371044,0.00015764,0.853654,0,1
683,10.7807,-0.220955,0,10.783,0.220986,2.02014,0.5,0,12.2449,0.11706,2.02014,0.353579,1.53367,-0.00618234,0.00575768,1.5337,0,1
684,10.7807,-0.371012,0,10.7871,0.371031,12.768,0.5,0,13,-4.69435,-12.768,0.324957,0.841836,-0.00247185,-0.000712867,0.84184,0,1
685,9.24034,0.392591,0,9.24868,0.392608,1.57377,0.5,0,13,-1.82516,1.57377,0.367355,0.626864,-0.0328088,0.145542,0.644374,0,1
686,9.24664,-0.107407,0,9.24726,0.107455,1.02178,0.5,0,12.9276,-0.0453452,1.02178,0.317262,1.27826,-0.273065,-0.115768,1.31222,0,1
687,9.25135,-0.108913,0,9.25199,0.108961,0.877779,0.5,0,12.7033,0.243795,0.877779,0.317192,1.27782,-0.270728,-0.116751,1.31139,0,1
688,9.24418,-0.106563,0,9.24479,0.106572,1.02038,0.5,0,12.9586,0.129954,1.02038,0.317503,1.2782,-0.273764,-0.116175,1.31234,0,1
689,10.7807,0.182419,0,10.7823,0.182456,2.07919,0.5,0,12,0.509379,-2.07919,0.353196,1.53223,-0.0192455,-0.00259253,1.53235,0,1
690,10.7917,0.183721,0,10.7933,0.183758,2.01849,0.5,0,12.1307,0.497928,-2.01849,0.353285,1.53301,-0.0165199,-0.0022883,1.5331,0,1
691,10.7917,0.370318,0,10.7981,0.370337,11.5946,0.5,0,12.7137,0.423745,11.5946,0.324263,0.855086,0.00525522,0.000133064,0.855102,0,1
692,10.7917,-0.220847,0,10.794,0.220878,1.90909,0.5,0,12.24,0.247588,1.90909,0.353238,1.53228,-0.00756823,0.00569373,1.53231,0,1
693,10.7917,-0.37082,0,10.7981,0.370839,11.9505,0.5,0,13,1.82311,-11.9505,0.325212,0.843047,-0.00541936,-3.86263e-05,0.843064,0,1
694,9.22934,0.392653,0,9.23769,0.39267,1.46301,0.5,0,13,1.4255,1.46301,0.370185,0.627324,-0.00823425,0.144828,0.643878,0,1
695,9.24034,-0.105374,0,9.24094,0.105439,1.02233,0.5,0,12.999,0.505172,1.02233,0.317945,1.27794,-0.274552,-0.116609,1.31229,0,1
696,9.24417,-0.106561,0,9.24479,0.10657,1.02028,0.5,0,12.9587,0.130231,1.02028,0.317503,1.2782,-0.273766,-0.116179,1.31234,0,1
697,9.23466,-0.103057,0,9.23523,0.103063,0.819227,0.5,0,12.8295,1.80068,0.819227,0.318964,1.27646,-0.275349,-0.122055,1.31151,0,1
698,9.23377,-0.10267,0,9.23434,0.102676,0.781754,0.5,0,12.7772,2.05789,0.781754,0.319234,1.27634,-0.275678,-0.123181,1.31157,0,1
699,10.8027,0.184698,0,10.8043,0.184735,2.12843,0.5,0,12,0.156263,-2.12843,0.352756,1.53276,-0.0140453,-0.00203822,1.53282,0,1
700,10.8027,0.370407,0,10.8091,0.370426,11.8058,0.5,0,12.7385,-2.58896,11.8058,0.325776,0.858326,0.0049359,0.000251104,0.85834,0,1
701,10.8027,-0.221295,0,10.805,0.221326,1.90981,0.5,0,12.2266,0.201775,1.90981,0.351758,1.53164,-0.00926428,0.00504072,1.53168,0,1
702,10.8027,-0.370117,0,10.8091,0.370136,11.4044,0.5,0,12.7052,-0.217294,-11.4044,0.323808,0.854524,-0.00426772,0.000230935,0.854535,0,1
703,9.21834,0.392916,0,9.22671,0.392933,2.40122,0.5,0,13,3.39937,2.40122,0.36983,0.624119,0.0161212,0.144931,0.640928,0,1
704,9.22736,-0.1,0,9.2279,0.10003,0.499073,0.5,0,12.68,3.82706,0.499073,0.319314,1.27395,-0.274863,-0.128367,1.30957,0,1
705,9.22934,-0.100804,0,9.22989,0.100833,0.583458,0.5,0,12.6085,3.20385,0.583458,0.319838,1.27512,-0.276067,-0.127848,1.31092,0,1
706,9.22358,-0.0985106,0,9.22411,0.0985167,0.383746,0.5,0,12.7697,4.13718,0.383746,0.319234,1.27376,-0.273299,-0.129021,1.30912,0,1
707,10.8137,0.185624,0,10.8153,0.185661,1.91815,0.5,0,12.2349,0.102587,-1.91815,0.35271,1.53045,-0.0138294,-0.00208215,1.53051,0,1
